image_id,dimension,modality,within_mean,cross_mean
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,personality,perception,0.7053977801646975,0.651416359126984
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,gender,caption,0.971879780292511,0.9718900918960571
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,gender,justification,0.6003897786140442,0.5954322218894958
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,gender,perception,0.8313333068341415,0.8299559523809523
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,economic_status,caption,0.9739964008331299,0.9697771072387695
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,economic_status,justification,0.6630793213844299,0.5328471064567566
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,economic_status,perception,0.9326485942178763,0.7288095238095238
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,political_spectrum,caption,0.9718960523605347,0.9718737602233887
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,political_spectrum,justification,0.6189523339271545,0.5769005417823792
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,political_spectrum,perception,0.831741063147574,0.8295488756613756
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,caption,0.9747176766395569,0.9704721570014954
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,justification,0.6441983580589294,0.5748220086097717
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,perception,0.8383036957473047,0.8268238095238094
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,caption,0.8951085209846497,0.8907133936882019
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,justification,0.583528995513916,0.5762792825698853
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,perception,0.7801397832366113,0.778754365079365
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,caption,0.9129201173782349,0.872931182384491
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,justification,0.6403292417526245,0.5195736885070801
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,perception,0.8068151946365636,0.7521234126984128
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,caption,0.8945083618164062,0.891312301158905
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,justification,0.6191604733467102,0.5407071709632874
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,perception,0.7880330312425472,0.7708742724867725
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,caption,0.8989191651344299,0.8899114727973938
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,justification,0.6287229061126709,0.5555511713027954
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,perception,0.809780403389426,0.7643174603174603
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,caption,0.9983486533164978,0.9983046054840088
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,justification,0.5328918099403381,0.528316855430603
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,perception,0.6866933911015713,0.6838075760582011
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,caption,0.9983415007591248,0.9983118176460266
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,justification,0.5908940434455872,0.4704113304615021
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,perception,0.7172494700161646,0.6533024239417989
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,caption,0.9983505606651306,0.998302698135376
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,justification,0.5576700568199158,0.5035799741744995
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,perception,0.7032126825131834,0.6673158167989418
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,caption,0.9983624219894409,0.9983087182044983
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,justification,0.585770845413208,0.5030872225761414
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,perception,0.7111210118550344,0.6723457539682538
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,caption,0.9699515700340271,0.9699015617370605
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,justification,0.545823335647583,0.5394959449768066
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,perception,0.7573875352218424,0.7554394179894179
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,caption,0.9738484025001526,0.966011106967926
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,justification,0.5836554765701294,0.5017268061637878
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,perception,0.7954772747347874,0.7174131613756614
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,caption,0.970608115196228,0.9692460894584656
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,justification,0.58843594789505,0.4969543516635895
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,perception,0.7665730693130527,0.746269193121693
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,caption,0.9721254706382751,0.9688298106193542
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,justification,0.5878847241401672,0.5200996398925781
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,perception,0.7942944066515495,0.7375191451719576
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,caption,0.9284350872039795,0.9252094030380249
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,justification,0.643221378326416,0.6365574598312378
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,perception,0.5221491749918293,0.5108039462081129
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,caption,0.9296014904975891,0.9240447878837585
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,justification,0.6671202182769775,0.6126983761787415
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,perception,0.6005927007976256,0.4324911596119929
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,caption,0.9272485971450806,0.9263938665390015
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,justification,0.6517621874809265,0.6280308961868286
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,perception,0.5556455280405614,0.4773634204144621
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,caption,0.9303273558616638,0.9250720143318176
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,justification,0.6814339756965637,0.6191648244857788
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,perception,0.5827734465131081,0.48340389798280425
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,caption,0.9646017551422119,0.9642293453216553
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,justification,0.5347061157226562,0.5164651274681091
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,perception,0.80117261573522,0.795913253968254
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,caption,0.9645569920539856,0.9642741084098816
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,justification,0.5622431635856628,0.4889739453792572
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,perception,0.8274404033176989,0.769689246031746
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,caption,0.965525209903717,0.9633074402809143
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,justification,0.556463897228241,0.49474358558654785
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,perception,0.8091857725839363,0.7879134523809523
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,caption,0.9678171277046204,0.9627189040184021
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,justification,0.5695170760154724,0.5036633610725403
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,perception,0.8226702470461869,0.7865061507936507
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,caption,0.8494663238525391,0.8479461669921875
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,justification,0.5452063679695129,0.536949098110199
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,perception,0.6779873492239121,0.6754196765331991
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,caption,0.854069709777832,0.8433505296707153
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,justification,0.5974931120872498,0.4847494959831238
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,perception,0.7378630759775183,0.6156437426575156
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,caption,0.8525901436805725,0.8448276519775391
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,justification,0.5818251371383667,0.5003913640975952
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,perception,0.6905377258906793,0.6628902171608766
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,caption,0.8558599352836609,0.8451375365257263
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,justification,0.5727112293243408,0.5252953767776489
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,perception,0.6897829842380283,0.6701785217425869
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,caption,0.8875742554664612,0.8872810006141663
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,justification,0.6621209979057312,0.6558303236961365
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,perception,0.4486076397169887,0.4389649173280423
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,caption,0.9201607704162598,0.8547488451004028
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,justification,0.7172002196311951,0.6008429527282715
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,perception,0.7068824562100856,0.18112055886243383
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,caption,0.8890294432640076,0.8858283758163452
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,justification,0.6866437196731567,0.6313485503196716
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,perception,0.46027166971407363,0.4273203273809524
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,caption,0.8881445527076721,0.8870699405670166
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,justification,0.6945745944976807,0.6412168145179749
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,perception,0.45664468214186255,0.437367123015873
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,caption,0.7843559384346008,0.7813256978988647
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,justification,0.558098316192627,0.5500393509864807
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,perception,0.6529232782150145,0.6516953373015874
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,caption,0.7901227474212646,0.775568425655365
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,justification,0.600286602973938,0.5079213380813599
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,perception,0.6737721466995258,0.630881216931217
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,caption,0.8021376729011536,0.7635735869407654
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,justification,0.5850043296813965,0.523178219795227
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,perception,0.6885999350769801,0.6160781415343916
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,caption,0.7869752645492554,0.7807767987251282
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,justification,0.5873926281929016,0.5374435782432556
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,perception,0.7085568882523771,0.6242550595238096
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,caption,0.8392071723937988,0.8363312482833862
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,justification,0.65073561668396,0.6437315940856934
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,perception,0.6530463802104036,0.6344799933862434
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,caption,0.8484489917755127,0.8271047472953796
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,justification,0.6889262199401855,0.6056045889854431
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,perception,0.7144632699119344,0.5731654651675485
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,caption,0.8404121398925781,0.8351283073425293
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,justification,0.673324465751648,0.6211803555488586
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,perception,0.6597808737666835,0.6277567239858907
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,caption,0.8433895707130432,0.8349642157554626
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,justification,0.6758204102516174,0.632971465587616
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,perception,0.664356758297861,0.6334805390211641
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,caption,0.9923200011253357,0.9919335842132568
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,justification,0.5851413011550903,0.5799870491027832
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,perception,0.6200078238863714,0.6065590013227513
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,caption,0.9922699332237244,0.9919835925102234
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,justification,0.6478779911994934,0.5173549652099609
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,perception,0.6598441317539816,0.5667890873015873
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,caption,0.9926188588142395,0.991635262966156
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,justification,0.6059447526931763,0.5592182278633118
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,perception,0.669502941410287,0.5571463756613757
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,caption,0.9922748804092407,0.9920526146888733
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,justification,0.6377448439598083,0.5550395846366882
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,perception,0.6294100728010502,0.6052318353174604
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,caption,0.9377174377441406,0.9374935030937195
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,justification,0.5630418658256531,0.5582005977630615
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,perception,0.5912918797643338,0.5882625881834215
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,caption,0.9405540227890015,0.9346615672111511
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,justification,0.6265535354614258,0.4947948753833771
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,perception,0.6942387444682937,0.48548730158730163
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,caption,0.938999354839325,0.9362137317657471
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,justification,0.600472629070282,0.5208323001861572
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,perception,0.5979094014715884,0.5816560956790123
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,caption,0.9492024183273315,0.931821346282959
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,justification,0.6024254560470581,0.5397683382034302
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,perception,0.6577886515229874,0.5558546461640212
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,caption,0.786574125289917,0.7714633941650391
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,justification,0.539400577545166,0.534037709236145
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,perception,0.4726879841623164,0.4276337577160494
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,caption,0.7890383005142212,0.7690032720565796
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,justification,0.5814550518989563,0.4920533001422882
