roberta_label,roberta_score
Positive,0.9095014929771423
Negative,0.9202207326889038
Positive,0.8898655772209167
Negative,0.9036024808883667
Negative,0.9287915825843811
Positive,0.9632476568222046
Positive,0.9289327263832092
Negative,0.924973726272583
Negative,0.9312353134155273
Negative,0.8008409738540649
Negative,0.9587915539741516
Negative,0.8917497396469116
Negative,0.8338899612426758
Positive,0.8456129431724548
Negative,0.8733754754066467
Negative,0.934249222278595
Negative,0.9009250998497009
Positive,0.9352340698242188
Neutral,0.5971066355705261
Neutral,0.6394147872924805
Negative,0.9075046181678772
Negative,0.918218195438385
Negative,0.5475351214408875
Negative,0.8747698664665222
Neutral,0.6780205368995667
Negative,0.7430566549301147
Neutral,0.7265723943710327
Negative,0.9353458285331726
Positive,0.9399318695068359
Negative,0.8672390580177307
Neutral,0.6842305064201355
Negative,0.6326040625572205
Neutral,0.6309512853622437
Negative,0.4482417702674866
Negative,0.8559936881065369
Negative,0.944506049156189
Neutral,0.776482343673706
Negative,0.9090867638587952
Positive,0.801525890827179
Positive,0.9086860418319702
Positive,0.7020652890205383
Negative,0.9584299325942993
Negative,0.916977047920227
Positive,0.8478253483772278
Neutral,0.5175744295120239
Positive,0.9166556000709534
Negative,0.8403644561767578
Negative,0.9017978310585022
Negative,0.9272529482841492
Neutral,0.80748051404953
Positive,0.9306208491325378
Negative,0.9308793544769287
Positive,0.9048601388931274
Negative,0.9236896634101868
Negative,0.8860880732536316
Positive,0.9606873989105225
Positive,0.9679171442985535
Negative,0.9142993688583374
Negative,0.9394557476043701
Positive,0.852806806564331
Negative,0.9280381202697754
Negative,0.911898672580719
Negative,0.9194919466972351
Positive,0.69260174036026
Negative,0.6301073431968689
Negative,0.9315299391746521
Negative,0.934219479560852
Positive,0.9549856185913086
Neutral,0.5562766790390015
Neutral,0.7266905903816223
Negative,0.9092968702316284
Negative,0.9373317360877991
Negative,0.5647079348564148
Negative,0.5002618432044983
Positive,0.5603072643280029
Neutral,0.6172149777412415
Neutral,0.6102359294891357
Negative,0.9498833417892456
Positive,0.9421405792236328
Negative,0.9082055687904358
Positive,0.5886073708534241
Negative,0.8857435584068298
Negative,0.7398171424865723
Negative,0.8268163204193115
Negative,0.9095929265022278
Negative,0.928091824054718
Positive,0.5726208686828613
Negative,0.8921148180961609
Neutral,0.657009482383728
Positive,0.9700101613998413
Neutral,0.7245413661003113
Negative,0.8638270497322083
Negative,0.933057427406311
Positive,0.6166355609893799
Positive,0.937747597694397
Positive,0.9139448404312134
Negative,0.8153806924819946
Negative,0.8948107957839966
Negative,0.9279394745826721
Positive,0.8755173087120056
Positive,0.97525954246521
Negative,0.936794102191925
Negative,0.8017831444740295
Negative,0.8988116383552551
Negative,0.9312361478805542
Positive,0.9542853236198425
Positive,0.9667755365371704
Negative,0.9297692775726318
Negative,0.9225887656211853
Positive,0.8791105151176453
Negative,0.9309168457984924
Negative,0.9355918169021606
Negative,0.8844385743141174
Positive,0.9504594802856445
Neutral,0.783960223197937
Negative,0.9337702393531799
Negative,0.8847545981407166
Positive,0.9439103007316589
Positive,0.8201772570610046
Positive,0.6204409003257751
Negative,0.9426141381263733
Negative,0.9235125184059143
Neutral,0.5760645866394043
Negative,0.5451194047927856
Neutral,0.5227439999580383
Negative,0.8562583327293396
Neutral,0.791538417339325
Negative,0.9547812938690186
Positive,0.8988533020019531
Negative,0.9310590028762817
Positive,0.7158292531967163
Negative,0.5498203039169312
Negative,0.811689555644989
Neutral,0.5089293718338013
Negative,0.9095930457115173
Negative,0.9341579675674438
Negative,0.9045913219451904
Negative,0.9004600048065186
Neutral,0.7339025139808655
Neutral,0.5353346467018127
Positive,0.730217456817627
Negative,0.9232456088066101
Negative,0.9339627623558044
Positive,0.8685128688812256
Positive,0.9060245752334595
Positive,0.9332516193389893
Negative,0.8958890438079834
Negative,0.8934662342071533
Negative,0.9373571872711182
Positive,0.7482166290283203
Positive,0.9591743350028992
Negative,0.944456934928894
Positive,0.9535779356956482
Negative,0.9260109066963196
Negative,0.9321905970573425
Positive,0.9495505690574646
Positive,0.9593522548675537
Negative,0.9242157340049744
Negative,0.9259549975395203
Positive,0.701390266418457
Negative,0.9584299325942993
Negative,0.919108510017395
Negative,0.9194918870925903
Positive,0.9069871306419373
Neutral,0.6823626160621643
Negative,0.9037918448448181
Negative,0.9143518805503845
Positive,0.9031890034675598
Positive,0.5066578984260559
Positive,0.4973425269126892
Negative,0.9075340628623962
Negative,0.9069736003875732
Neutral,0.6600651741027832
Negative,0.899888813495636
Negative,0.5481995940208435
Negative,0.7668761610984802
Neutral,0.5618354082107544
Negative,0.8803676962852478
Positive,0.9806250333786011
Negative,0.9339912533760071
Positive,0.5317192673683167
Negative,0.8187320828437805
Neutral,0.6388350129127502
Neutral,0.6562275290489197
Negative,0.8469324707984924
Negative,0.8696889281272888
Neutral,0.7120327949523926
Negative,0.8495131134986877
Neutral,0.5221748948097229
Positive,0.6847635507583618
Positive,0.9428669214248657
Negative,0.946340024471283
Negative,0.9161713719367981
Positive,0.5070921182632446
Positive,0.7934287786483765
Positive,0.7519041299819946
Negative,0.7344864010810852
Negative,0.9280824661254883
Negative,0.9434559345245361
Neutral,0.5545826554298401
Positive,0.8842595815658569
Negative,0.9159215092658997
Positive,0.5748926997184753
Negative,0.9026820659637451
Negative,0.9446004033088684
Positive,0.9612970948219299
Positive,0.9664386510848999
Negative,0.902373731136322
Negative,0.9131665229797363
Neutral,0.5501776337623596
Negative,0.9305040836334229
Negative,0.9121479392051697
Negative,0.9194919466972351
Positive,0.9045000076293945
Neutral,0.7561522722244263
Negative,0.938849687576294
Negative,0.8905375599861145
Positive,0.9439103007316589
Neutral,0.5774500966072083
Neutral,0.5332728624343872
Negative,0.9208027720451355
Negative,0.8947885632514954
Negative,0.5225341320037842
Neutral,0.5992336273193359
Neutral,0.7309409976005554
Negative,0.6983857154846191
Positive,0.7076541781425476
Negative,0.9133260250091553
Positive,0.9297705292701721
Negative,0.9158164858818054
Positive,0.6698207259178162
Negative,0.8892641067504883
Neutral,0.63229900598526
Neutral,0.482196569442749
Negative,0.8861331939697266
Negative,0.9360610246658325
Neutral,0.48436757922172546
Negative,0.9194138646125793
Neutral,0.5321062803268433
Positive,0.9801181554794312
Positive,0.9320781230926514
Negative,0.8290612101554871
Negative,0.9269313216209412
Neutral,0.6862264275550842
Positive,0.5663341879844666
Positive,0.6436605453491211
Negative,0.912146270275116
Negative,0.7036206126213074
Negative,0.9220455288887024
Positive,0.6842762231826782
Positive,0.8225635290145874
Negative,0.944456934928894
Positive,0.688504695892334
Negative,0.881680965423584
Negative,0.9278209209442139
Positive,0.7938264012336731
Positive,0.9582844972610474
Negative,0.9170982837677002
Negative,0.9244913458824158
Positive,0.6164084076881409
Negative,0.9169058799743652
Negative,0.9257806539535522
Negative,0.8190632462501526
Positive,0.9338085055351257
Neutral,0.6344624757766724
Negative,0.9315298795700073
Negative,0.8987062573432922
Positive,0.9480574131011963
Neutral,0.5028771758079529
Neutral,0.503887414932251
Negative,0.9004623293876648
Negative,0.9077316522598267
Neutral,0.5126086473464966
Negative,0.897646963596344
Neutral,0.5823985934257507
Neutral,0.46595197916030884
Neutral,0.7250528931617737
Negative,0.9308997988700867
Positive,0.8253840208053589
Negative,0.9248258471488953
Positive,0.8330913186073303
Negative,0.8744578957557678
Neutral,0.6056379675865173
Positive,0.5718557238578796
Negative,0.8630799651145935
Negative,0.9328702092170715
Negative,0.8136146664619446
Negative,0.9035472869873047
Positive,0.6826186180114746
Positive,0.9708492159843445
Positive,0.6839088201522827
Negative,0.9377689957618713
Negative,0.9226013422012329
Positive,0.713043212890625
Positive,0.8743342161178589
Positive,0.9156124591827393
Negative,0.8966467380523682
Negative,0.8492103815078735
Negative,0.9287512898445129
Positive,0.5213643908500671
Positive,0.8453800082206726
Negative,0.9231187105178833
Neutral,0.6017594337463379
Negative,0.9400112628936768
Negative,0.9271308183670044
Positive,0.9419785141944885
Positive,0.9164373278617859
Negative,0.8806740641593933
Negative,0.9378222227096558
Positive,0.8363999724388123
Negative,0.9211278557777405
Negative,0.9463831782341003
Negative,0.9049012064933777
Positive,0.8693998456001282
Negative,0.7776281237602234
Negative,0.9392244219779968
Negative,0.9097614884376526
Positive,0.956640899181366
Positive,0.8387263417243958
Neutral,0.595207929611206
Negative,0.915723443031311
Negative,0.9199592471122742
Neutral,0.6390751004219055
Negative,0.9112391471862793
Neutral,0.5292729735374451
Negative,0.7764044404029846
Neutral,0.5938975214958191
Negative,0.8850489258766174
Positive,0.8703442215919495
Negative,0.9411439299583435
Neutral,0.5933781862258911
Negative,0.8850736618041992
Negative,0.8646696209907532
Positive,0.6700076460838318
Negative,0.9025070667266846
Negative,0.9142163395881653
Positive,0.6151959896087646
Negative,0.9010744690895081
Neutral,0.6658709049224854
Positive,0.9649591445922852
Neutral,0.5147275328636169
Negative,0.9373782277107239
Negative,0.9291489124298096
Neutral,0.5340560078620911
Positive,0.8329893946647644
Positive,0.8888882994651794
Negative,0.7767804861068726
Neutral,0.5657468438148499
Negative,0.9196447730064392
Positive,0.9023916125297546
Positive,0.9611688852310181
Negative,0.8935459852218628
Negative,0.9000999927520752
Negative,0.9322380423545837
Negative,0.9058879017829895
Positive,0.9402722716331482
Positive,0.9481757879257202
Negative,0.9217424988746643
Negative,0.9161418676376343
Positive,0.863676130771637
Negative,0.9359359741210938
Negative,0.8777685761451721
Negative,0.8968634605407715
Positive,0.8624568581581116
Negative,0.602093517780304
Negative,0.9256608486175537
Negative,0.9173041582107544
Positive,0.9380152821540833
Neutral,0.5185129046440125
Neutral,0.6204131245613098
Negative,0.9143171310424805
Negative,0.8871949911117554
Neutral,0.7127532958984375
Negative,0.8795289993286133
Neutral,0.5277073383331299
Negative,0.8077980279922485
Neutral,0.7807198166847229
Negative,0.9169144034385681
Positive,0.8000601530075073
Negative,0.9290542006492615
Positive,0.9631224870681763
Negative,0.9359312653541565
Negative,0.8000653982162476
Neutral,0.47993844747543335
Negative,0.8703195452690125
Negative,0.9123818278312683
Negative,0.7911533713340759
Negative,0.8906161785125732
Neutral,0.762150228023529
Positive,0.9767993092536926
Positive,0.8817524909973145
Negative,0.9105724096298218
Negative,0.929553210735321
Positive,0.9125577807426453
Neutral,0.587123692035675
Positive,0.861070454120636
Negative,0.8881602883338928
Negative,0.9062554836273193
Negative,0.9079540371894836
Positive,0.5032357573509216
Positive,0.9457681775093079
Negative,0.944456934928894
Neutral,0.7365357875823975
Negative,0.916663646697998
Negative,0.9161132574081421
Positive,0.865534782409668
Positive,0.9651060104370117
Negative,0.9386448264122009
Negative,0.8965579867362976
Positive,0.8996514081954956
Negative,0.9238564968109131
Negative,0.9240165948867798
Negative,0.8388599753379822
Positive,0.9469382762908936
Neutral,0.5270700454711914
Negative,0.9408584237098694
Negative,0.9182345271110535
Positive,0.9562757611274719
Positive,0.9124260544776917
Neutral,0.5234012007713318
Negative,0.8814558982849121
Negative,0.9211071133613586
Negative,0.644489586353302
Negative,0.9019873738288879
Negative,0.47395288944244385
Neutral,0.6816600561141968
Neutral,0.6472499966621399
Negative,0.9285984039306641
Positive,0.9362080693244934
Negative,0.915495753288269
Positive,0.5342152118682861
Negative,0.8678852319717407
Neutral,0.5092853307723999
Positive,0.7839467525482178
Negative,0.7537925839424133
Negative,0.9265925288200378
Neutral,0.5422704219818115
Negative,0.9065949320793152
Neutral,0.7088121771812439
Positive,0.9759658575057983
Positive,0.6931490898132324
Negative,0.9164997935295105
Negative,0.9252167344093323
Neutral,0.5274561047554016
Neutral,0.5688343644142151
Positive,0.8965559005737305
Negative,0.7593318223953247
Negative,0.854473888874054
Negative,0.92770916223526
Negative,0.742073118686676
Positive,0.9317243695259094
Negative,0.933898389339447
Positive,0.8372641205787659
Negative,0.9198226928710938
Negative,0.9350979924201965
Positive,0.9700570106506348
Positive,0.9567649364471436
Negative,0.8793483972549438
Negative,0.936030387878418
Positive,0.5532398223876953
Negative,0.9432316422462463
Negative,0.9326648712158203
Negative,0.9194919466972351
Positive,0.9192739129066467
Neutral,0.6420494318008423
Negative,0.906292200088501
Negative,0.8913119435310364
Positive,0.9495256543159485
Neutral,0.6048672795295715
Neutral,0.6529046297073364
Negative,0.8906506896018982
Negative,0.9053815603256226
Negative,0.8906965851783752
Negative,0.9008545279502869
Positive,0.5638237595558167
Negative,0.7635039687156677
Positive,0.5745052099227905
Negative,0.8817911744117737
Positive,0.9592574834823608
Negative,0.9185775518417358
Neutral,0.5368303656578064
Negative,0.7731954455375671
Neutral,0.6243374943733215
Neutral,0.5179987549781799
Negative,0.8560628890991211
Negative,0.8969420790672302
Positive,0.8009457588195801
Negative,0.868455171585083
Neutral,0.6737263798713684
Positive,0.973883867263794
Neutral,0.6046148538589478
Negative,0.8889834880828857
Negative,0.9363536834716797
Positive,0.857036828994751
Positive,0.8922061920166016
Positive,0.9253316521644592
Negative,0.8835007548332214
Negative,0.8833754062652588
Negative,0.9278830885887146
Positive,0.7224684357643127
Positive,0.9615183472633362
Negative,0.9340959191322327
Negative,0.8708803057670593
Negative,0.9123237729072571
Negative,0.9382238388061523
Positive,0.9614258408546448
Negative,0.9472609758377075
Negative,0.935941755771637
Positive,0.925252377986908
Negative,0.9213737845420837
Negative,0.9015172123908997
Negative,0.8444193005561829
Positive,0.8994936943054199
Negative,0.8224108815193176
Negative,0.9384990930557251
Negative,0.920257568359375
Positive,0.9105849266052246
Positive,0.5763834714889526
Neutral,0.6097023487091064
Negative,0.8900954127311707
Negative,0.9276845455169678
Neutral,0.5039188265800476
Negative,0.8778489828109741
Positive,0.8054580688476562
Positive,0.7198575735092163
Neutral,0.7400929927825928
Negative,0.9523243308067322
Positive,0.8305307626724243
Negative,0.9107354879379272
Neutral,0.530571699142456
Negative,0.7221325039863586
Neutral,0.49985161423683167
Negative,0.5494158267974854
Negative,0.8534809350967407
Negative,0.8959585428237915
Neutral,0.7255228757858276
Negative,0.9139171838760376
Negative,0.50927734375
Positive,0.8674860000610352
Positive,0.9065184593200684
Negative,0.9334140419960022
Negative,0.9116110801696777
Neutral,0.5676937103271484
Positive,0.7397199869155884
Positive,0.8517391085624695
Negative,0.8952119946479797
Negative,0.8505783677101135
Negative,0.9466922879219055
Positive,0.8083603978157043
Positive,0.9705172777175903
Negative,0.939197301864624
Neutral,0.4974720776081085
Negative,0.920452356338501
Negative,0.9365833401679993
Positive,0.9416159391403198
Positive,0.9376351237297058
Negative,0.9355046153068542
Negative,0.9103870987892151
Positive,0.929393470287323
Negative,0.9355453848838806
Negative,0.8777909278869629
Negative,0.8995475172996521
Positive,0.9281604886054993
Negative,0.5593530535697937
Negative,0.938849687576294
Negative,0.8616363406181335
Positive,0.9251747727394104
Positive,0.8376016616821289
Neutral,0.5742775201797485
Negative,0.8231938481330872
Negative,0.8762447237968445
Neutral,0.6833598613739014
Negative,0.8988210558891296
Positive,0.5660132765769958
Neutral,0.4681428074836731
Neutral,0.6102358102798462
Negative,0.9324967265129089
Positive,0.967184841632843
Negative,0.918369472026825
Neutral,0.5405095815658569
Negative,0.8556488156318665
Neutral,0.49287325143814087
Negative,0.7338240742683411
Negative,0.8369540572166443
Negative,0.9337601661682129
Neutral,0.7207370400428772
Negative,0.8883757591247559
Neutral,0.7356913685798645
Neutral,0.5138599872589111
Neutral,0.7292693257331848
Negative,0.9386395812034607
Negative,0.9459049105644226
Neutral,0.5055945515632629
Positive,0.8864170908927917
Positive,0.9399875998497009
Negative,0.8778135776519775
Negative,0.9102666974067688
Negative,0.925674319267273
Positive,0.6209437847137451
Positive,0.9515264630317688
Negative,0.9247779250144958
Negative,0.8932424783706665
Negative,0.909866213798523
Negative,0.9240151643753052
Positive,0.9333572387695312
Positive,0.8384140133857727
Negative,0.9390764236450195
Negative,0.9103478789329529
Positive,0.7655050754547119
Negative,0.92091304063797
Negative,0.861951470375061
Negative,0.8338899612426758
Positive,0.848109245300293
Neutral,0.5933009386062622
Negative,0.9313060641288757
Negative,0.9294002056121826
Positive,0.8993947505950928
Positive,0.9253518581390381
Neutral,0.5742775201797485
Negative,0.8543818593025208
Negative,0.9093334078788757
Negative,0.6460096836090088
Negative,0.7724430561065674
Neutral,0.5194200873374939
Positive,0.4973487854003906
Positive,0.7142584323883057
Negative,0.9356467127799988
Positive,0.8094063401222229
Negative,0.9315459132194519
Neutral,0.6518556475639343
Negative,0.6611815690994263
Negative,0.7450615167617798
Neutral,0.5538027882575989
Negative,0.9262990951538086
Negative,0.9071633219718933
Neutral,0.6890519857406616
Negative,0.8911048769950867
Positive,0.6296281814575195
Positive,0.9672712683677673
Negative,0.5654495358467102
Negative,0.9313149452209473
Negative,0.9242072701454163
Positive,0.5854240655899048
Positive,0.8764225840568542
Positive,0.8229949474334717
Negative,0.8800190091133118
Negative,0.8896317481994629
Negative,0.925769031047821
Positive,0.8667504787445068
Neutral,0.45186272263526917
Negative,0.946766197681427
Negative,0.8854424953460693
Negative,0.841009259223938
Negative,0.9420837759971619
Positive,0.9717976450920105
Positive,0.9624575972557068
Negative,0.9385595917701721
Negative,0.9266360402107239
Positive,0.9294715523719788
Negative,0.9342881441116333
Negative,0.9226266145706177
Negative,0.8303958177566528
Positive,0.9230772852897644
Negative,0.6318283677101135
Negative,0.9366854429244995
Negative,0.886871337890625
Positive,0.9561187028884888
Neutral,0.519881546497345
Neutral,0.7233560085296631
Negative,0.9266464710235596
Negative,0.9234371185302734
Neutral,0.7568776607513428
Negative,0.9133410453796387
Neutral,0.6525417566299438
Positive,0.9213293790817261
Neutral,0.5618352293968201
Negative,0.8885505199432373
Positive,0.6412671208381653
Negative,0.946591854095459
Positive,0.7085105776786804
Negative,0.8679019212722778
Negative,0.8583120107650757
Positive,0.6483504176139832
Negative,0.8875908851623535
Negative,0.9291421175003052
Neutral,0.7787925601005554
Negative,0.8906161785125732
Neutral,0.6625029444694519
Positive,0.9478486180305481
Neutral,0.5154266357421875
Negative,0.9376601576805115
Negative,0.921404242515564
Positive,0.5854240655899048
Positive,0.8268911242485046
Positive,0.9049407243728638
Negative,0.9086710810661316
Negative,0.8410792350769043
Negative,0.9329326152801514
Positive,0.5364266633987427
Positive,0.9405184388160706
Negative,0.9283074140548706
Neutral,0.4835239052772522
Negative,0.9104182124137878
Negative,0.9222851991653442
Positive,0.9553731679916382
Positive,0.9576898217201233
Negative,0.9244726300239563
Negative,0.9186932444572449
Positive,0.6927759051322937
Negative,0.9238386154174805
Negative,0.9087851047515869
Negative,0.9024344086647034
Positive,0.8748464584350586
Negative,0.8151369094848633
Negative,0.938849687576294
Negative,0.8729565739631653
Positive,0.9399094581604004
Neutral,0.653450071811676
Neutral,0.6125847101211548
Negative,0.9399218559265137
Negative,0.9225045442581177
Neutral,0.669034481048584
Negative,0.8950529098510742
Positive,0.6855588555335999
Negative,0.8826386332511902
Neutral,0.6446561217308044
Negative,0.9171811938285828
Positive,0.7507216930389404
Negative,0.8852892518043518
Negative,0.4848482608795166
Negative,0.855573296546936
Negative,0.7662999629974365
Neutral,0.6219692230224609
Negative,0.9059081673622131
Negative,0.780805230140686
Neutral,0.7535451650619507
Negative,0.9258474111557007
Neutral,0.5200849175453186
Positive,0.8962436318397522
Neutral,0.574889063835144
Negative,0.9314711093902588
Negative,0.9324774146080017
Neutral,0.5162887573242188
Positive,0.8582687377929688
Positive,0.9090566039085388
Neutral,0.5599666237831116
Negative,0.8684014081954956
Negative,0.927206814289093
Positive,0.8777567744255066
Positive,0.8205908536911011
Negative,0.9095532894134521
Negative,0.5914163589477539
Negative,0.9359248280525208
Negative,0.9390307664871216
Positive,0.6276023387908936
Positive,0.8883629441261292
Negative,0.9191200137138367
Negative,0.9446821212768555
Positive,0.6663296818733215
Negative,0.9117709994316101
Negative,0.8886557221412659
Negative,0.8423595428466797
Positive,0.9114425182342529
Neutral,0.7148789167404175
Negative,0.934249222278595
Negative,0.8769403696060181
Positive,0.8358400464057922
Positive,0.7946102023124695
Neutral,0.7577671408653259
Negative,0.9060789942741394
Negative,0.8739041686058044
Neutral,0.48747384548187256
Negative,0.9179235696792603
Neutral,0.5285462737083435
Neutral,0.48940664529800415
Neutral,0.6208752393722534
Negative,0.9231630563735962
Positive,0.9769361615180969
Negative,0.9367349743843079
Positive,0.6233446598052979
Negative,0.8745411038398743
Neutral,0.6337829828262329
Negative,0.8166159391403198
Negative,0.890039324760437
Negative,0.9485977292060852
Negative,0.916721522808075
Negative,0.920229434967041
Neutral,0.5982550978660583
Negative,0.7342180609703064
Positive,0.7376782894134521
Negative,0.9357261657714844
Negative,0.90821373462677
Neutral,0.5145888924598694
Neutral,0.6270896792411804
Positive,0.9137066006660461
Negative,0.8369805216789246
Negative,0.9196065068244934
Negative,0.9092615842819214
Positive,0.8269943594932556
Positive,0.9107090830802917
Negative,0.9547524452209473
Negative,0.6312147974967957
Negative,0.9307963848114014
Negative,0.9367868900299072
Positive,0.975035548210144
Positive,0.9555141925811768
Negative,0.9369443655014038
Negative,0.9376616477966309
Negative,0.6549921035766602
Negative,0.9414113759994507
Negative,0.9070585370063782
Negative,0.8837789297103882
Positive,0.9549505114555359
Negative,0.8037192225456238
Negative,0.923083484172821
Negative,0.9157683849334717
Positive,0.9431437253952026
Positive,0.7798426151275635
Neutral,0.5696002840995789
Negative,0.8760956525802612
Negative,0.8853453993797302
Neutral,0.5135414600372314
Negative,0.894708514213562
Negative,0.5602059960365295
Positive,0.8784487843513489
Neutral,0.5864560604095459
Negative,0.9119270443916321
Positive,0.940317690372467
Negative,0.9416236877441406
Positive,0.7953123450279236
Negative,0.8061563968658447
Negative,0.9156943559646606
Positive,0.7311198115348816
Negative,0.9369690418243408
Negative,0.9305729269981384
Neutral,0.7694408297538757
Negative,0.8096749186515808
Neutral,0.7160552740097046
Positive,0.9367643594741821
Positive,0.9238964319229126
Negative,0.9351464509963989
Negative,0.9380568265914917
Positive,0.6100977063179016
Positive,0.7614180445671082
Positive,0.8433936238288879
Negative,0.8963169455528259
Negative,0.9247270822525024
Negative,0.9338576793670654
Neutral,0.5263595581054688
