annotation_id,persona_id,image_id,condition,raw_demographics,predicted_sentiment,predicted_perceptions,caption,justification,parse_retries,timestamp_utc,vader_compound,vader_label,roberta_label,roberta_score
pno_perso_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_no_persona_no_think,no_persona,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,no_persona_no_think,{},Neutral,"['Construction', 'Traffic']",A wet pavement with a colorful manhole cover and an orange traffic cone.,"The image shows a routine urban street scene with construction-related elements, lacking any overt positive or negative emotional indicators.",0,2026-04-28T06:38:16Z,0.128,Positive,Neutral,0.6359248161315918
pno_perso_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_no_persona_no_think,no_persona,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,no_persona_no_think,{},Positive,"['Calm environment', 'Nostalgia', '""Home"" feeling, something reminiscent of childhood']","A traditional wooden structure with a fence, cherry blossoms in the background, and long shadows from the setting sun on a gravel path.",The serene setting with soft lighting and natural elements creates a peaceful and nostalgic mood.,0,2026-04-28T06:39:48Z,0.8689,Positive,Positive,0.9379543662071228
pno_perso_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_no_persona_no_think,no_persona,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,no_persona_no_think,{},Positive,"['Peaceful environment', 'Sunny weather', 'Greenary', 'Everyday environment']","A sunny rural landscape with green fields, a dirt path, and a clear blue sky.","The bright, open scenery with vibrant green fields and clear sky conveys a serene and uplifting mood.",0,2026-04-28T06:40:23Z,0.8979,Positive,Positive,0.9684258103370668
pno_perso_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_no_persona_no_think,no_persona,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,no_persona_no_think,{},SlightlyPositive,"['Nature', 'Greenary', 'Interesting']","A skateboard leaning against a pole amidst dense, overgrown greenery in a forested area.","The vibrant greenery and natural setting create a calm, slightly positive atmosphere with an intriguing element of the skateboard in the wild.",0,2026-04-28T06:41:15Z,0.9119,Positive,Positive,0.9431456327438354
pno_perso_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_no_persona_no_think,no_persona,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,no_persona_no_think,{},Neutral,"['Empty (lack of people/animals)', 'Cleanliness', 'Well-lit environment', 'Everyday environment']","A long, empty subway station with polished floors, bright lighting, and concrete walls.","The image depicts a clean, well-lit, and empty transit space with no signs of disorder or negative elements, resulting in a neutral sentiment.",0,2026-04-28T06:42:01Z,-0.7717,Negative,Neutral,0.5995674133300781
pno_perso_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_no_persona_no_think,no_persona,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,no_persona_no_think,{},Negative,"['Danger', 'Debris/Destruction']",A revolving door with shattered glass and yellow caution tape across it.,The broken glass and caution tape indicate a hazardous situation.,0,2026-04-28T06:42:34Z,-0.4767,Negative,Negative,0.8375992774963379
pno_perso_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_no_persona_no_think,no_persona,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,no_persona_no_think,{},Positive,"['Nature', 'Peaceful environment', 'Interesting']","A rocky slope with large boulders, a wooden fence, and trees under a bright sun with sunlight filtering through the foliage.",The natural landscape with sunlight and serene elements conveys a peaceful and positive atmosphere.,0,2026-04-28T06:43:19Z,0.9062,Positive,Positive,0.9225838780403136
pno_perso_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_no_persona_no_think,no_persona,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,no_persona_no_think,{},Neutral,"['Colorless', 'Lack of life', 'Common']","A close-up view of a gray concrete surface with faint white, orange, and dark marks.","The image depicts a plain concrete surface with no discernible emotional or contextual elements, resulting in a neutral sentiment.",0,2026-04-28T06:44:00Z,-0.3907,Negative,Negative,0.6156437993049622
pno_perso_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_no_persona_no_think,no_persona,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,no_persona_no_think,{},Neutral,"['Calm environment', 'Everyday environment']",People seated under a shaded structure with stone blocks in a park-like area surrounded by trees and buildings.,"The image depicts a tranquil, ordinary outdoor setting with individuals sitting under a canopy, indicating a neutral sentiment.",0,2026-04-28T06:44:22Z,0.0516,Positive,Neutral,0.8305014967918396
pno_perso_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_no_persona_no_think,no_persona,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,no_persona_no_think,{},Positive,"['Calm environment', 'Pleasant environment', 'Interesting']","An outdoor market area with a wooden counter, hanging canopies, plants, and various items like flowers and stacked containers.","The warm lighting, organized layout, and presence of plants and flowers create a welcoming and peaceful atmosphere.",0,2026-04-28T06:44:53Z,0.8442,Positive,Positive,0.9464759826660156
pno_perso_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_no_persona_no_think,no_persona,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,no_persona_no_think,{},Positive,"['Colorful', 'Old building', 'Good weather', 'Calm environment', 'Nature']","A vibrant green crystal rests on a windowsill, with an old weathered barn and greenery in the background under a clear blue sky.","The bright, colorful crystal and clear sky create a positive and serene atmosphere, contrasting with the aged barn to highlight natural beauty.",0,2026-04-28T06:46:00Z,0.9678,Positive,Positive,0.9680815935134888
pno_perso_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__no_persona_no_think,no_persona,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,no_persona_no_think,{},Negative,"['Abandoned', 'Absence of people', 'Dirt, mess', 'Disorganization']","An empty, dilapidated bedroom with peeling wallpaper, a broken window, and debris scattered across the floor.","The room's neglected condition, empty space, and visible decay convey a sense of abandonment and disrepair.",1,2026-04-28T06:47:47Z,-0.8834,Negative,Negative,0.8844776749610901
pno_perso_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_no_persona_no_think,no_persona,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,no_persona_no_think,{},SlightlyNegative,"['Abandoned', 'Lack of Maintenance', 'Deteriorated / worn / corroded', 'Empty (lack of people/animals)']",A weathered building facade with a rusted metal shutter and signs of deterioration on the walls.,"The image depicts a neglected structure with visible rust and wear, suggesting abandonment and lack of upkeep.",0,2026-04-28T06:48:49Z,-0.8442,Negative,Negative,0.8372581005096436
pno_perso_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_no_persona_no_think,no_persona,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,no_persona_no_think,{},Positive,"['Peaceful environment', 'Sunrise/Sunset', 'Landscape']",A scenic view of rolling green hills at sunset with the ocean visible in the distance.,The tranquil sunset over the hills and ocean creates a serene natural scene.,1,2026-04-28T06:50:08Z,0.7783,Positive,Positive,0.9263373613357544
pno_perso_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_no_persona_no_think,no_persona,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,no_persona_no_think,{},Negative,"['Abandoned', 'Deteriorated / worn / corroded']","An old, weathered stone structure with rusted metal components and a concrete surface, showing signs of abandonment.","The image depicts an abandoned, deteriorated structure with visible signs of neglect and decay.",0,2026-04-28T06:50:52Z,-0.8271,Negative,Negative,0.8634706735610962
pno_perso_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_no_persona_no_think,no_persona,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,no_persona_no_think,{},Neutral,"['Everyday environment', 'Calm environment']","A quiet rural road with gravel shoulders, trees, and distant buildings under an overcast sky.","The image depicts a peaceful countryside road with no signs of distress or activity, indicating a neutral sentiment.",0,2026-04-28T06:51:16Z,-0.34,Negative,Neutral,0.5202569365501404
pno_perso_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_no_persona_no_think,no_persona,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,no_persona_no_think,{},Negative,"['Violence', 'Debris/Destruction', 'Military Personnel']",Military personnel with weapons stand near a destroyed vehicle and debris in an urban area with civilians present.,"The scene shows armed soldiers, damaged vehicles, and debris, indicating a violent or conflict-related situation.",0,2026-04-28T06:51:43Z,-0.7783,Negative,Negative,0.7815729379653931
pno_perso_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_no_persona_no_think,no_persona,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,no_persona_no_think,{},Negative,"['Abandoned', 'Lack of Maintenance (Negative)', 'Black and white image']","A black and white photograph of a neglected utility space with deteriorating walls, exposed pipes, and visible signs of abandonment.","The image depicts a stark, monochromatic view of an abandoned and poorly maintained utility area with peeling walls and old pipes, conveying neglect and decay.",0,2026-04-28T06:52:58Z,-0.8271,Negative,Negative,0.8799375891685486
pno_perso_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_no_persona_no_think,no_persona,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,no_persona_no_think,{},Neutral,"['Construction', 'Work']",Workers in safety gear are conducting surveying or construction activities inside a tunnel.,"The image depicts a professional work environment with construction workers, indicating a neutral sentiment.",2,2026-04-28T06:59:40Z,0.0,Neutral,Neutral,0.8565800189971924
pno_perso_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_no_persona_no_think,no_persona,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,no_persona_no_think,{},Neutral,"[""Apparently it's a historical piece"", 'Engineering']","The underside of a military aircraft with open bomb doors, displayed in a spacious indoor museum environment.","The image depicts a historical military aircraft in a museum setting, presenting technical details without strong emotional connotations.",0,2026-04-28T07:00:50Z,-0.4847,Negative,Neutral,0.8545040488243103
pno_perso_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_no_persona_no_think,no_persona,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,no_persona_no_think,{},Negative,"['Accident', 'Police']","A traffic accident scene with multiple vehicles, including a crushed car, police cars, and emergency responders on a highway.","The image depicts a vehicle collision with police presence, indicating a negative event.",0,2026-04-28T07:01:26Z,-0.7351,Negative,Negative,0.5877783298492432
pno_perso_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_no_persona_no_think,no_persona,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,no_persona_no_think,{},Negative,"['Abandoned', 'Lack of Maintenance (Negative)', 'Disorganization']","An empty, neglected room with debris scattered on the floor, a broken door, and a large light fixture hanging from the ceiling.",The image depicts a derelict space with visible signs of abandonment and disrepair.,0,2026-04-28T07:02:11Z,-0.5267,Negative,Negative,0.8328293561935425
pno_perso_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_no_persona_no_think,no_persona,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,no_persona_no_think,{},Neutral,"['Construction / Work', 'Work']",Two men working with long-handled tools in an indoor sports facility with blue walls and a concrete floor.,The scene depicts routine maintenance work without overt positive or negative elements.,0,2026-04-28T07:03:43Z,-0.7666,Negative,Neutral,0.8738024830818176
pno_perso_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_no_persona_no_think,no_persona,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,no_persona_no_think,{},Negative,"['Protest', 'Anger,Protest']","A nighttime scene showing a group of people gathered near a military vehicle, some holding a flag, in an urban setting.","The image depicts a protest with military presence, indicating tension and conflict, leading to a negative sentiment.",0,2026-04-28T07:05:37Z,-0.8519,Negative,Negative,0.7953904867172241
pno_perso_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_no_persona_no_think,no_persona,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,no_persona_no_think,{},Negative,"['Abandoned', 'Lack of Maintenance (Negative)', 'Dirt, mess']","An abandoned indoor space with deteriorated walls, broken structures, and debris scattered on the floor.","The image depicts a neglected, dilapidated interior with signs of long-term abandonment and disrepair.",0,2026-04-28T07:07:15Z,-0.7783,Negative,Negative,0.8715572953224182
pno_perso_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_no_persona_no_think,no_persona,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,no_persona_no_think,{},Negative,"['Arrest', 'Police']",A group of police officers in riot gear surround a person on the ground on a city street.,"The scene depicts police officers restraining an individual, indicating a confrontational or violent situation.",1,2026-04-28T07:09:18Z,-0.7579,Negative,Negative,0.5138154029846191
pno_perso_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_no_persona_no_think,no_persona,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,no_persona_no_think,{},SlightlyNegative,"['Lack of Maintenance', 'Trash', 'Disorder']","A highway with scattered debris, including a broken orange object, and a concrete barrier with greenery in the background.",The presence of litter and debris on the highway indicates neglect and disorganization.,0,2026-04-28T07:10:04Z,-0.4588,Negative,Negative,0.8179610967636108
pno_perso_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_no_persona_no_think,no_persona,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,no_persona_no_think,{},SlightlyNegative,"['Backed up traffic', 'Traffic Jam']",A busy bridge with heavy traffic congestion on the Golden Gate Bridge.,Heavy traffic on a major bridge suggests congestion and potential frustration.,0,2026-04-28T07:10:37Z,-0.4767,Negative,Negative,0.7167050838470459
pno_perso_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_no_persona_no_think,no_persona,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,no_persona_no_think,{},Positive,"['Work', 'Work in progress']","A person welding metal in an industrial setting with sparks flying, near a sign indicating '013 DAYS ACCIDENT FREE'.",The presence of a safety sign indicating 'accident free' days suggests a positive workplace environment focused on safety and productivity.,0,2026-04-28T07:11:15Z,0.9001,Positive,Positive,0.723554790019989
pno_perso_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_no_persona_no_think,no_persona,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,no_persona_no_think,{},Negative,"['Abandoned', 'Absence of people', 'Disorganization']","An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.","The scene depicts a neglected interior with signs of long-term abandonment and disrepair, indicating a negative sentiment.",0,2026-04-28T07:12:58Z,-0.8885,Negative,Negative,0.8793307542800903
pno_perso_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_no_persona_no_think,no_persona,102tapSsNubXllWzP7asAW-qwMJApiWt6,no_persona_no_think,{},Negative,"['Abandoned', 'Lack of Maintenance (Negative)']","A multi-story building with broken windows, graffiti, and overgrown vegetation surrounding it.",The building's deteriorated state with broken windows and neglected surroundings indicates neglect and abandonment.,0,2026-04-28T07:13:21Z,-0.9169,Negative,Negative,0.895861804485321
pno_perso_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_no_persona_no_think,no_persona,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,no_persona_no_think,{},Neutral,"['Daily', 'Crowds', 'Urban environment']",A busy urban street with pedestrians walking past shops and market stalls on a clear day.,The scene depicts a typical day with people engaging in routine activities without any obvious signs of distress or conflict.,0,2026-04-28T07:13:36Z,-0.5106,Negative,Neutral,0.7327567934989929
pno_perso_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_no_persona_no_think,no_persona,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,no_persona_no_think,{},Neutral,"['Urban environment', 'Daily', 'Traffic']","A black and white photograph of a busy city street with pedestrians, vehicles, and buildings.",The image depicts a routine urban scene with no clear indicators of positive or negative sentiment.,0,2026-04-28T07:14:11Z,-0.3147,Negative,Negative,0.5444263219833374
pno_perso_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_no_persona_no_think,no_persona,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,no_persona_no_think,{},Negative,"['Abandoned', 'Graffiti (Negative)', 'Dirt, mess', 'Lack of Maintenance']","The interior of a dilapidated building with broken windows, graffiti, and scattered debris.","The scene depicts a neglected, broken structure with graffiti and debris, indicating a negative sentiment.",0,2026-04-28T07:15:25Z,-0.8807,Negative,Negative,0.876091718673706
pno_perso_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_no_persona_no_think,no_persona,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,no_persona_no_think,{},Negative,"['Abandoned', 'Lack of Maintenance (Negative)', 'Graffiti (Negative)']","An abandoned industrial building with peeling paint, graffiti, and debris on the floor.","The image depicts a neglected, dilapidated interior with signs of abandonment and decay.",0,2026-04-28T07:18:03Z,-0.8591,Negative,Negative,0.8707051873207092
pno_perso_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_no_persona_no_think,no_persona,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,no_persona_no_think,{},Negative,"['Violence', 'Debris/Destruction']","A city skyline with a large plume of smoke rising from a skyscraper, indicating a major incident.","The image shows smoke from a building during a catastrophic event, suggesting violence and destruction.",0,2026-04-28T07:18:46Z,-0.9001,Negative,Negative,0.8966482281684875
pno_perso_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_no_persona_no_think,no_persona,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,no_persona_no_think,{},Negative,"['Accident', ""People in a situation that doesn't seem to be positive""]",Firefighters in high-visibility uniforms are working on a damaged car with a crowd of onlookers in the background.,"The image shows emergency responders at a car accident scene with a crowd observing, indicating a serious incident.",0,2026-04-28T07:19:53Z,-0.7184,Negative,Neutral,0.5878872871398926
