annotation_id,roberta_label,roberta_score
p04f4ad2a_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9438261389732361
p04f4ad2a_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.9133485555648804
p04f4ad2a_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.838566780090332
p04f4ad2a_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.8799455165863037
p04f4ad2a_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Neutral,0.7075435519218445
p04f4ad2a_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.9270706176757812
p04f4ad2a_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.9155688881874084
p04f4ad2a_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Neutral,0.6969794631004333
p04f4ad2a_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.8832796216011047
p04f4ad2a_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Neutral,0.4638376235961914
p04f4ad2a_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Neutral,0.5533359050750732
p04f4ad2a_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Neutral,0.7447008490562439
p04f4ad2a_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.9070088267326355
p04f4ad2a_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.8031615614891052
p3f756c71_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8562262654304504
p3f756c71_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.6165496706962585
p3f756c71_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.8881348967552185
p3f756c71_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Neutral,0.5218985080718994
p3f756c71_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Positive,0.718304455280304
p3f756c71_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.890963077545166
p3f756c71_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.924883246421814
p3f756c71_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Negative,0.8246757984161377
p3f756c71_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.916488766670227
p3f756c71_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Neutral,0.4890438914299011
p3f756c71_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.9201400876045227
p3f756c71_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Neutral,0.6233487725257874
p3f756c71_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.8876489996910095
p3f756c71_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.9536367058753967
p3f756c71_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Positive,0.9475762248039246
p3f756c71_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.7950900793075562
p3f756c71_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.9170957803726196
p3f756c71_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.9024744033813477
p3f756c71_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.6232046484947205
p3f756c71_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.850591242313385
p3f756c71_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.7555994391441345
p3f756c71_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.9315544962882996
p3f756c71_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.9207978844642639
p3f756c71_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.8204227089881897
p3f756c71_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.9250990152359009
p3f756c71_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.8958663940429688
p3f756c71_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.9291020631790161
p3f756c71_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.948837399482727
p3f756c71_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.9192187190055847
p3f756c71_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.9395090937614441
p3f756c71_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Neutral,0.5720953345298767
p3f756c71_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.9450579881668091
p3f756c71_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.9187266230583191
p3f756c71_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8456732630729675
p3f756c71_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.949110746383667
p3f756c71_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Neutral,0.5788887739181519
p3f756c71_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9282469749450684
p3f756c71_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.927466094493866
p3f756c71_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.9547758102416992
p3f756c71_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.7877599000930786
p3f756c71_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Positive,0.7821788787841797
p3f756c71_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.8892088532447815
p3f756c71_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.8664037585258484
p3f756c71_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Negative,0.4884922206401825
p3f756c71_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.8249953389167786
p3f756c71_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Neutral,0.6293312311172485
p3f756c71_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Neutral,0.46557778120040894
p3f756c71_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Positive,0.5297673940658569
p3f756c71_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.9526152610778809
p3f756c71_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.9719032645225525
p9f0ff784_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8414415121078491
p9f0ff784_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Negative,0.613863468170166
p9f0ff784_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.7435559630393982
p9f0ff784_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Neutral,0.5217129588127136
p9f0ff784_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Neutral,0.7594512701034546
p9f0ff784_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.8646199107170105
p9f0ff784_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.7609997391700745
p9f0ff784_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Neutral,0.5296605229377747
p9f0ff784_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.837161123752594
p9f0ff784_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Neutral,0.5221749544143677
p9f0ff784_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.9757485389709473
p9f0ff784_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.7160080075263977
p9f0ff784_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.9321390390396118
p9f0ff784_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.9217175841331482
p9f0ff784_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Positive,0.5688000917434692
p9f0ff784_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Neutral,0.46886971592903137
p9f0ff784_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.7950243353843689
p9f0ff784_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8915558457374573
p9f0ff784_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.8756717443466187
p9f0ff784_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.9279618263244629
p9f0ff784_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.8127416968345642
p9f0ff784_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.888191282749176
p9f0ff784_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.9089854955673218
p9f0ff784_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Neutral,0.6088363528251648
p9f0ff784_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.8926306366920471
p9f0ff784_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.9211142659187317
p9f0ff784_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.9575179815292358
p9f0ff784_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.8707520961761475
p9f0ff784_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.8864889144897461
p9f0ff784_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.9284461736679077
p9f0ff784_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Positive,0.8822577595710754
p9f0ff784_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.9327054023742676
p9f0ff784_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.937127411365509
p9f0ff784_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8926125168800354
p9f0ff784_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.8903529644012451
p9f0ff784_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Negative,0.5714876651763916
p9f0ff784_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9423062205314636
p9f0ff784_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.8666229844093323
p9f0ff784_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.9431436061859131
p9f0ff784_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.777949333190918
p9f0ff784_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Neutral,0.5918574929237366
p9f0ff784_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.9010260105133057
p9f0ff784_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.8974557518959045
p9f0ff784_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Neutral,0.6224042177200317
p9f0ff784_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.8675311207771301
p9f0ff784_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Negative,0.597983717918396
p9f0ff784_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Negative,0.5936350226402283
p9f0ff784_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Neutral,0.7171892523765564
p9f0ff784_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.8616060614585876
p9f0ff784_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.9763432145118713
p24a9d5c0_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.9232887029647827
p24a9d5c0_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.6112547516822815
p24a9d5c0_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.9053385257720947
p24a9d5c0_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Negative,0.9027730822563171
p24a9d5c0_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Neutral,0.4293787181377411
p24a9d5c0_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.890963077545166
p24a9d5c0_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.9307339191436768
p24a9d5c0_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Neutral,0.6342388987541199
p24a9d5c0_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.9230139255523682
p24a9d5c0_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Neutral,0.6100224256515503
p24a9d5c0_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.8902904987335205
p24a9d5c0_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.6229502558708191
p24a9d5c0_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.9587915539741516
p24a9d5c0_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.9279895424842834
p24a9d5c0_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Positive,0.8563480973243713
p24a9d5c0_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.826891303062439
p24a9d5c0_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.9343468546867371
p24a9d5c0_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8850029110908508
p24a9d5c0_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.929386556148529
p24a9d5c0_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.9143313765525818
p24a9d5c0_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.6990585923194885
p24a9d5c0_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.9746758341789246
p24a9d5c0_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.9350645542144775
p24a9d5c0_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Negative,0.9004887342453003
p24a9d5c0_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.9416621327400208
p24a9d5c0_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.9153343439102173
p24a9d5c0_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.4528971314430237
p24a9d5c0_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.9283855557441711
p24a9d5c0_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.9265894293785095
p24a9d5c0_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.9207048416137695
p24a9d5c0_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Neutral,0.47334185242652893
p24a9d5c0_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.9211721420288086
p24a9d5c0_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.9283074736595154
p24a9d5c0_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8444191813468933
p24a9d5c0_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.9294145703315735
p24a9d5c0_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Negative,0.6324723958969116
p24a9d5c0_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9315299391746521
p24a9d5c0_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.8953042030334473
p24a9d5c0_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.8240166902542114
p24a9d5c0_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.9006698131561279
p24a9d5c0_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Neutral,0.7487809062004089
p24a9d5c0_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.9011960029602051
p24a9d5c0_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.9202072024345398
p24a9d5c0_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Neutral,0.6986469626426697
p24a9d5c0_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.9063515663146973
p24a9d5c0_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Positive,0.6858983635902405
p24a9d5c0_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Negative,0.5134374499320984
p24a9d5c0_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Neutral,0.5618357062339783
p24a9d5c0_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.9174330830574036
p24a9d5c0_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.6325615644454956
p8ed873e2_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.9141971468925476
p8ed873e2_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.6281441450119019
p8ed873e2_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.8366228342056274
p8ed873e2_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Neutral,0.5407170653343201
p8ed873e2_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Neutral,0.4932610094547272
p8ed873e2_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.8875911235809326
p8ed873e2_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.9074211120605469
p8ed873e2_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Negative,0.6845926642417908
p8ed873e2_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.8584475517272949
p8ed873e2_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Neutral,0.5330917835235596
p8ed873e2_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.9500585794448853
p8ed873e2_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.6137208342552185
p8ed873e2_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.9311595559120178
p8ed873e2_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.9519859552383423
p8ed873e2_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Neutral,0.594866931438446
p8ed873e2_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.8911795616149902
p8ed873e2_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.744798481464386
p8ed873e2_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8963583111763
p8ed873e2_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.9138983488082886
p8ed873e2_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.9106205105781555
p8ed873e2_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Neutral,0.6018294095993042
p8ed873e2_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.9095016121864319
p8ed873e2_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.9202207326889038
p8ed873e2_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.8898656964302063
p8ed873e2_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.9036025404930115
p8ed873e2_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.9287915825843811
p8ed873e2_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.963247537612915
p8ed873e2_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.9289324879646301
p8ed873e2_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.9249738454818726
p8ed873e2_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.9312353134155273
p8ed873e2_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Negative,0.8008415699005127
p8ed873e2_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.9587915539741516
p8ed873e2_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.8917496800422668
p8ed873e2_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8338901400566101
